Cliente,NOM_MUN,LAT_DEC,LON_DEC,MU,SIGMA
76,Atenguillo,20.414722,-104.4925,11.399929447589704,3.0786785165284467
77,Atitalaquia,20.059155,-99.221129,33.70455531115294,9.10229232756616
78,Atlahuilco,18.697427,-97.090686,44.18579159864307,11.932867475711202
79,Atlamajalcingo del Monte,17.311655,-98.605085,9.529049105928603,2.573426344455992
80,Atlatlahucan,18.936271,-98.899175,63.138622885905534,17.051291653662588
81,Atlequizayan,20.014008,-97.624086,76.36397650317224,20.622946394348684
82,Atlixtac,17.563679,-98.933232,29.338370370575557,7.923155225223156
83,Atolinga,21.806949,-103.465583,70.90205857476778,19.147894337006726
84,Atotonilco de Tula,20.007767,-99.220191,25.996145514692493,7.020550002224155
85,Atotonilco el Alto,20.550556,-102.504167,107.25024915131141,28.964129951197005
86,Atotonilco el Grande,20.286878,-98.669024,68.97136748049603,18.626489601888476
87,Atoyac,20.010556,-103.516389,71.50734339118755,19.311358275030166
88,Atoyatempan,18.822567,-97.91375,99.98683135427419,27.00256269491571
89,Atzacan,18.906968,-97.083905,62.052459618496144,16.75796110875096
90,Atzalan,19.789076,-97.244143,37.125730360482066,10.02621893378561
91,Atzitzintla,18.897382,-97.327388,45.67627555370044,12.335389346812402
92,Autlán de Navarro,19.771389,-104.365278,20.481594123990654,5.531283689401895
93,Axapusco,19.724458,-98.75833,26.053563837198716,7.036056462748118
94,Axochiapan,18.502406,-98.754079,61.3108062861241,16.557669326983106
95,Axtla de Terrazas,21.436389,-98.875,99.69734731163864,26.924384289774064
96,Axutla,18.188554,-98.389403,5.5217286810151185,1.4912046203877554
97,Ayoquezco de Aldama,16.685666,-96.843114,32.51790997935766,8.781825476737597
98,Ayotlán,20.528056,-102.328333,51.260207417430635,13.843392632767783
99,Ayotoxco de Guerrero,20.097159,-97.410524,115.22421868936313,31.117589656462336
100,Ayotzintepec,17.676709,-96.133271,118.42289773898065,31.981428728151432
101,Azoyú,16.73296,-98.601091,17.251813483015606,4.659045284928988
102,Bacadéhuachi,29.809074,-109.140745,90.97215472079718,24.568048392653555
103,Bacanora,28.983929,-109.400396,98.14705260397062,26.505709855627067
104,Bacerac,30.355278,-108.929799,72.49541702431547,19.57819861654669
105,Bachíniva,28.764943,-107.253622,39.618642529293915,10.699457761534328
106,Bacoachi,30.633276,-109.969269,38.29802111165078,10.342809169483184
107,Banámichi,30.007232,-110.217736,96.37904675679984,26.028240091993382
108,Banderilla,19.591607,-96.940884,18.005428965909783,4.862567579305999
109,Batopilas de Manuel Gómez Morín,27.026652,-107.73971,90.78793760275637,24.518298498472507
110,Baviácora,29.715235,-110.165052,20.287807285532146,5.47894938513352
111,Bavispe,30.480123,-108.940919,56.46852775476596,15.249957822795576
112,Bejucal de Ocampo,15.455393,-92.158407,35.20221655652359,9.506752506232857
113,Bella Vista,15.582928,-92.244765,30.843208906259488,8.329553711455347
114,Benemérito de las Américas,16.515828,-90.653302,20.125122038431183,5.435014413648959
115,Benito Juárez,19.371992,-99.157853,14.467024841463786,3.9069819495167923
116,Benito Juárez,19.371992,-99.157853,11.864060887848341,3.2040224057638125
117,Benito Juárez,19.371992,-99.157853,10.323335900598021,2.787932381704144
118,Benjamín Hill,30.167163,-111.117922,20.857205650385527,5.632721785329485
119,Berriozábal,16.800321,-93.273271,37.290808037687455,10.070800007792004
120,Boca del Río,19.105439,-96.106651,57.052280700245895,15.407606838122533
121,Bochil,16.996383,-92.890219,27.871810716562447,7.527094379340273
122,Bocoyna,27.840743,-107.589253,35.01321457827394,9.455710407008144
123,Bokobá,21.00694,-89.179525,62.315626929983004,16.829032386152456
124,Bolaños,21.831667,-103.780556,20.30455429626313,5.483472102786343
125,Buctzotz,21.201897,-88.794462,62.4256787147866,16.858753102156715
126,Buenavista de Cuéllar,18.457887,-99.405342,13.892841616401554,3.7519173442771643
127,Burgos,24.94664,-98.79901,26.96268727688058,7.281575421044195
128,Bustamante,26.534664,-100.502706,55.86563536845061,15.087139987293966
129,Bustamante,26.534664,-100.502706,60.16004740589521,16.24689401398202
130,Cacahoatán,14.989789,-92.16811,118.42289773898065,31.981428728151432
131,Cacalchén,20.983099,-89.22818,19.40978543720782,5.241829759621256
132,Cadereyta de Montes,20.695023,-99.815633,28.26656168379273,7.633701295442518
133,Cadereyta Jiménez,25.591008,-100.001594,4.866202832402404,1.3141725294058468
134,Calcahualco,19.122291,-97.085264,2.9426890284439318,0.7947061018530931
135,Calihualá,17.532858,-98.278376,8.86156110679376,2.3931637408649244
136,Calkiní,20.371226,-90.050739,12.199001102467975,3.294476758820262
137,Calotmul,21.019289,-88.177046,14.885700109738329,4.020049890837354
138,Calvillo,21.846907,-102.718751,5.87580833647016,1.5868277936188593
139,Camarón de Tejeda,19.021175,-96.614976,15.924014775059197,4.300458385312348
140,Camocuautla,20.038488,-97.757727,9.069702525878819,2.4493746602642896
141,Canatlán,24.527263,-104.778374,16.802036623383522,4.537578010824612
142,Candelaria,18.183451,-91.046294,10.136726352452797,2.737536385001265
143,Canelas,25.122971,-106.545633,19.608357135875178,5.295456268933295
144,Cansahcab,21.158103,-89.102341,84.8666730943021,22.91919475693884
145,Cañadas de Obregón,21.148611,-102.685278,1.9713624060469916,0.5323884779893893
146,Cañitas de Felipe Pescador,23.606976,-102.72659,12.431066822597293,3.357148703437945
147,Capitán Luis Ángel Vidal,15.601128,-92.629098,26.3286932992077,7.110358252758773
148,Capulálpam de Méndez,17.306421,-96.44598,97.75230163674033,26.399102939524823
149,Carbó,29.684689,-110.954431,9.861596890443812,2.66323459499061
150,Cárdenas,22.000904,-99.642505,60.15526254568636,16.245601808938353
151,Cárdenas,22.000904,-99.642505,3.114943995962601,0.8412254834249815
152,Cardonal,20.613389,-99.117069,2.8182826630137816,0.7611087707178404
153,Carichí,27.916532,-107.05681,6.560043346335984,1.7716131148627492
154,Carlos A. Carrillo,18.371734,-95.74476,10.320943470493596,2.7872862791823123
155,Carmen,18.637789,-91.83645,107.30766747381763,28.979636411720968
156,Casas,23.727134,-98.737842,17.383397138759033,4.694580923629736
157,Casas Grandes,30.375704,-107.948805,10.639136674382247,2.8732179145859393
158,Castaños,26.785278,-101.430556,54.33687253172243,14.674280475843458
159,Castillo de Teayo,20.749733,-97.632749,6.595929797902374,1.781304652690226
160,Catemaco,18.424615,-95.112339,19.443279458669785,5.250875194926902
161,Caxhuacan,20.063958,-97.606617,58.695880181986524,15.851479270620967
162,Cazones de Herrera,20.703285,-97.312321,12.227710263721086,3.3022299890822433
163,Cedral,23.819332,-100.726606,40.13540743184992,10.839015906249992
164,Celaya,20.521524,-100.813573,4.973862187101572,1.3432471428882768
165,Celestún,20.860092,-90.399464,5.256168939423836,1.4194872404644274
166,Cenotillo,20.965772,-88.60442,6.44999156153239,1.7418923988584871
167,Cerritos,22.427666,-100.279597,11.971720242547509,3.2330970192462427
168,Cerro Azul,21.191467,-97.742319,27.70912546946148,7.4831594078557115
169,Cerro de San Pedro,22.217785,-100.800463,8.16775637651023,2.2057940095337076
170,Chacaltianguis,18.305336,-95.84139,71.44274777836804,19.293913506940708
171,Chacsinkín,20.172601,-89.016409,12.727728155546112,3.4372654161450864
172,Chahuites,16.287609,-94.195824,3.4642387912087917,0.935556451612422
173,Chalcatongo de Hidalgo,17.032029,-97.570989,40.77418626973165,11.011525279579079
174,Chalchihuitán,16.963405,-92.618395,15.579504840021857,4.207419622168572
175,Chalchihuites,23.47735,-103.884046,11.423853748633963,3.085139541746764
176,Charo,19.747488,-101.046857,75.25149650461418,20.322508721696906
177,Chavinda,20.006939,-102.458585,10.337690481224577,2.7918089968351345
178,Chemax,20.655016,-87.937328,9.770684546475625,2.638682699161002
179,Chenalhó,16.894277,-92.626148,83.62739430020946,22.584513650629976
180,Chiapilla,16.570493,-92.720025,87.79022268191063,23.708732038617278
181,Chiautla,19.548652,-98.881349,23.610892700579807,6.376385787957867
182,Chichimilá,20.63127,-88.217397,11.359258135814462,3.067694773657306
183,Chicoasén,16.967255,-93.105235,64.43292757239998,17.400833117973583
184,Chicomuselo,15.744936,-92.283287,30.847993766468342,8.330845916499012
185,Chiconamel,21.230556,-98.459513,45.59971779035882,12.314714066113787
186,Chiconcuautla,20.094768,-97.939626,24.84299420435918,6.709128586701236
187,Chiconquiaco,19.742096,-96.818808,11.780325834193432,3.1814088174996997
188,Chicxulub Pueblo,21.137289,-89.515076,26.599037901007833,7.183367837725765
189,Chietla,18.519365,-98.578353,61.3012365657064,16.55508491689578
190,Chignautla,19.813925,-97.389418,30.666169078531965,8.281742124839795
191,Chihuahua,28.636794,-106.076307,6.787324206256451,1.8329928544367686
192,Chikindzonot,20.333655,-88.486486,41.46799100001518,11.198895010910297
193,Chila,17.970016,-97.86166,12.562650478340721,3.392684342138693
194,Chila de la Sal,18.1091,-98.484322,28.74026284446907,7.76162959476521
195,Chilapa de Álvarez,17.594232,-99.177682,5.031280509607796,1.3587536034122398
196,Chilchota,19.849207,-102.119437,3.9068383605275945,1.0550854181513019
197,Chilcuautla,20.330831,-99.231693,16.093877312473438,4.346331664362405
198,Chilón,17.105491,-92.271528,117.72430814848826,31.79276679177655
199,Chilpancingo de los Bravo,17.551649,-99.501063,16.54843903231437,4.469091143510443
200,Chimalhuacán,19.416908,-98.945299,62.92091174640277,16.992496324175896
201,Chimaltitán,21.778611,-103.780556,27.221069728158586,7.351354493402028
202,China,25.705914,-99.239317,50.58314969787809,13.66054561908939
203,Chinameca,18.017778,-94.683056,22.297448573249955,6.021675503472219
204,Chinampa de Gorostiza,21.359599,-97.735338,56.164689131503856,15.16790280252294
205,Chinantla,18.200502,-98.263164,66.94258675194281,18.078594663375124
206,Choix,26.707011,-108.322352,12.67030983303989,3.421758955621123
207,Chontla,21.293435,-97.92493,98.66381750652663,26.645268000342735
208,Chumatlán,20.207533,-97.594636,26.515302847352924,7.160754249461651
209,Churintzio,20.15096,-102.065921,73.82321573227188,19.936785516163333
210,Cihuatlán,19.238333,-104.563056,50.5472632463117,13.650854081261913
211,Ciudad del Maíz,22.399846,-99.600574,60.30120078205634,16.28501406277009
212,Ciudad Fernández,21.943512,-100.011022,90.08695558215956,24.32899045957579
213,Ciudad Madero,22.246279,-97.837,36.94390567254569,9.977115142126394
214,Coacoatzintla,19.653106,-96.945141,53.231569823477635,14.375781110757174
215,Coalcomán de Vázquez Pallares,18.777099,-103.159555,41.83881766620121,11.299040901794223
216,Coapilla,17.130791,-93.159022,87.54619481125918,23.642829581390437
217,Coatecas Altas,16.536759,-96.664981,28.084736995856357,7.584597503783302
218,Coatepec,20.062145,-97.732266,14.684735980966549,3.965777279003485
219,Coatepec Harinas,18.925711,-99.768519,62.4256787147866,16.858753102156715
220,Coatlán del Río,18.744186,-99.434801,70.8757418436191,19.140787209266573
221,Coatzacoalcos,18.137883,-94.453001,44.53030153368041,12.02590623885498
222,Coatzingo,18.615143,-98.174216,45.1188393393692,12.184847459225598
223,Coatzintla,20.482363,-97.460782,29.670918155090767,8.012963475757774
224,Cochoapa el Grande,17.192967,-98.45528,68.05506675050088,18.379032336026903
225,Cocula,18.235866,-99.66119,16.928835418918098,4.571821444481697
226,Cocula,18.235866,-99.66119,106.66171134562262,28.805188730826387
227,Coetzala,18.785636,-96.916692,92.06549527851982,24.863317245130673
228,Cohuecan,18.783205,-98.720489,86.4696012642675,23.352083446566134
229,Coicoyán de las Flores,17.272898,-98.276094,110.69774093178921,29.895163685156604
230,Colima,19.242922,-103.728119,57.75087029073827,15.596268774497412
231,Colón,20.788326,-100.045431,110.20250790017303,29.761420463137423
232,Comala,19.323199,-103.758801,73.70120179694615,19.90383428754991
233,Comalcalco,18.266048,-93.225017,32.42221277518062,8.755981375864325
234,Comapa,19.164629,-96.886231,103.28360003817315,27.892891969999905
235,Comitán de Domínguez,16.252461,-92.135835,54.501950208927816,14.718861549849851
236,Comonfort,20.720048,-100.761202,24.144404613866797,6.520466650326354
237,Compostela,21.23753,-104.900597,27.94597604979965,7.547123557517058
238,Concepción Buenavista,17.878533,-97.400233,18.187253653846156,4.911671370965215
239,Concepción del Oro,24.613169,-101.420484,53.13348018919616,14.34929090736207
240,Concepción Pápalo,17.841365,-96.88136,63.03814082151964,17.02415534774565
241,Coneto de Comonfort,24.979125,-104.768917,28.627818629561048,7.731262776239117
242,Conkal,21.073894,-89.521284,18.809285480996905,5.079658026641479
243,Constancia del Rosario,17.037822,-97.941458,71.51212825139639,19.312650480073827
244,Contepec,19.955269,-100.164457,28.718730973529237,7.755814672068725
245,Copainalá,17.093611,-93.210556,52.578436404969345,14.199395122297096
246,Copalillo,18.034151,-99.041724,96.16851290761035,25.971383070072186
247,Copanatoyac,17.461845,-98.713463,34.16390189120272,9.226344011757863
248,Coquimatlán,19.200979,-103.810541,43.97525774945359,11.876010453790006
249,Córdoba,18.894384,-96.935349,18.08437915935584,4.8838889625264486
250,Coroneo,20.198611,-100.364444,27.9411911895908,7.545831352473395
251,Cortazar,20.483506,-100.963729,0,0
252,Cosalá,24.411346,-106.691535,0,0
253,Cosautlán de Carvajal,19.332644,-96.991364,0,0
254,Cosío,22.366409,-102.300044,110.20729276038189,29.762712668181084
255,Cosoleacaque,17.998595,-94.635694,24.673131666944936,6.66325530765118
256,Cosoltepec,18.141977,-97.790672,45.149940930726736,12.193246792009411
257,Cotaxtla,18.835526,-96.39542,45.84374566101027,12.380616523340628
258,Coxcatlán,18.266533,-97.147113,111.68102970470828,30.160711821629466
259,Coxcatlán,18.266533,-97.147113,47.456243551393364,12.81608962305525
260,Coxquihui,20.184737,-97.586271,75.42135904202841,20.368382000746962
261,Coyotepec,19.775508,-99.20798,47.398825228887134,12.800583162531286
262,Coyuca de Benítez,17.009002,-100.089367,72.09588119687633,19.470299495400784
263,Coyutla,20.247122,-97.657697,38.63774618647927,10.434555727583296
264,Cozumel,20.503784,-86.957588,46.48730935910084,12.554418101713377
265,Cuajinicuilapa,16.471986,-98.416745,54.79382668166778,14.797686057513328
266,Cualác,17.742762,-98.660728,45.2384608445905,12.217152585317187
267,Cuapiaxtla,19.296661,-97.769375,36.30512683466396,9.804605768797309
268,Cuapiaxtla de Madero,18.916873,-97.825298,38.96072425057677,10.521779568030587
269,Cuauhtémoc,19.328774,-103.601861,42.123516848627894,11.375927101892206
270,Cuauhtémoc,19.328774,-103.601861,49.45870754879789,13.356877433828451
271,Cuautepec,16.749003,-99.001546,30.541762713101814,8.248144793704542
272,Cuautepec,16.749003,-99.001546,54.657458165715504,14.760858213768916
273,Cuautitlán,19.665061,-99.17863,113.4609977024012,30.641412097872315
274,Cuautitlán Izcalli,19.656996,-99.209286,29.40296598339506,7.940599993312614
275,Cuautla,20.201389,-104.4075,25.17554198887439,6.798936837235853
276,Cuautla,20.201389,-104.4075,6.926085152313157,1.870466800703012
277,Cuaxomulco,19.355807,-98.103122,22.665882809331553,6.121175291834312
278,Cucurpe,30.329204,-110.705755,31.288200905682718,8.44972878051606
279,Cuerámaro,20.626478,-101.670386,22.606072056720905,6.105022728788518
280,Cuernavaca,18.921783,-99.234897,50.150119848977,13.543601062637839
281,Cuetzala del Progreso,18.134141,-99.831486,21.23999446709368,5.73609818882257
282,Cuichapa,18.77351,-96.869224,34.269168815797464,9.254772522718461
283,Cuilápam de Guerrero,16.996001,-96.780591,23.49127119535851,6.344080661866278
284,Cuitláhuac,18.814539,-96.722323,112.97533439120274,30.51025328594046
285,Cumpas,29.993564,-109.782497,40.54690540981119,10.95014554000506
286,Cuncunul,20.641163,-88.296631,22.237637820639307,6.005522940426424
287,Cunduacán,18.065363,-93.1743,92.0894195795641,24.869778270348995
288,Cuquío,20.9275,-103.023889,11.359258135814462,3.067694773657306
289,Cutzamala de Pinzón,18.465244,-100.578513,44.79346884516727,12.096977516256475
290,Cuyamecalco Villa de Zaragoza,17.965083,-96.831376,56.55944009873414,15.274509718625184
291,Cuzamá,20.741484,-89.316961,93.04399919123006,25.127573176559878
292,Degollado,20.4475,-102.135,42.34362041823508,11.435368533900728
293,Delicias,28.193333,-105.471111,88.03185812245765,23.77398839332229
294,Divisaderos,29.614976,-109.470258,43.850851384023436,11.842413122654753
295,Doctor Arroyo,23.674692,-100.182256,94.64692736119544,25.560461866187172
296,Doctor Coss,25.925897,-99.184372,36.2261766412179,9.78328438557686
297,Doctor González,25.858829,-99.941869,41.726373451293185,11.268674083268127
298,Doctor Mora,21.14264,-100.318949,90.93626826923077,24.558356854826073
299,Dolores Hidalgo Cuna de la Independencia Nacional,21.1592,-100.917236,41.87470411776759,11.3087324396217
300,Dzemul,21.211503,-89.308814,25.910018030933156,6.997290311438211
301,Dzidzantún,21.246678,-89.042975,28.15411746888471,7.603334476916424
302,Dzilam de Bravo,21.393229,-88.89188,31.178149120879123,8.420008064511798
303,Dzitás,20.839866,-88.527822,34.30744769746828,9.265110163067769
304,Dzoncauich,21.129164,-88.890931,45.6164648010898,12.319236783766607
305,Ebano,22.212339,-98.377803,21.73761992881428,5.870487513363581
306,Ecatepec de Morelos,19.599069,-99.049159,26.587075750485702,7.180137325116605
307,Ecuandureo,20.162616,-102.194566,68.48570416929755,18.495330789956622
308,Ejutla,19.906389,-104.161944,51.10709189074738,13.80204207137055
309,El Barrio de la Soledad,16.803935,-95.11219,43.68577370681805,11.79783204864836
310,El Bosque,17.06221,-92.721409,16.782897182548115,4.532409190649958
311,El Espinal,16.48571,-95.042836,59.03082039660616,15.941933623677416
312,El Fuerte,26.421599,-108.619966,91.28317063437254,24.652041720491685
313,El Grullo,19.8075,-104.215556,51.300878729205884,13.854376375638926
314,El Limón,19.824444,-104.152222,95.52255677941534,25.7969353891776
315,El Naranjo,22.522036,-99.322509,55.44456767007164,14.973425943451574
316,El Parral,16.366228,-93.006711,56.53312336758546,15.267402590885036
317,El Plateado de Joaquín Amaro,21.936653,-103.092394,13.739726089718294,3.7105667828799302
318,El Salto,20.519444,-103.181667,50.51616165495417,13.6424547484781
319,El Salvador,24.520577,-100.86783,18.560472750136608,5.012463364370974
320,El Tule,27.053613,-106.266253,9.990788116082813,2.6981241311695263
321,Eloxochitlán,20.746718,-98.809141,20.787825177357174,5.613984812196363
322,Emiliano Zapata,16.539172,-92.896724,99.41025569910754,26.846851987154253
323,Emiliano Zapata,16.539172,-92.896724,30.81449974500638,8.321800481193367
324,Emiliano Zapata,16.539172,-92.896724,16.849885225472043,4.550500061261248
325,Empalme,27.957604,-110.816095,26.173185342420012,7.068361588839707
326,Encarnación de Díaz,21.524444,-102.233056,49.15965378574465,13.27611461859948
327,Ensenada,31.808944,-116.595134,96.02975196155364,25.93390912380594
328,Epitacio Huerta,20.134689,-100.293722,70.0192518662346,18.909482506450797
329,Erongarícuaro,19.588253,-101.720086,47.10455632604275,12.721112552345978
330,Escárcega,18.604315,-90.732001,15.153652281434036,4.092413373282514
331,Escobedo,27.234722,-101.4125,43.94894101830491,11.868903326049855
332,Escuintla,15.319269,-92.658558,42.633104460870626,11.513546939042376
333,Esperanza,18.858357,-97.375126,7.823246441472892,2.1127552463899306
334,Espinal,20.259428,-97.398514,14.313909314780524,3.8656313881195583
335,Espita,21.011053,-88.306823,50.78172139654545,13.714172128401428
336,Etchojoa,26.910833,-109.625278,4.739404036867828,1.2799290957487621
337,Ezequiel Montes,20.665295,-99.898406,47.874918819667904,12.929157564375812
338,Felipe Carrillo Puerto,19.57851,-88.046587,62.01178830672091,16.746977365879818
339,Filomeno Mata,20.200246,-97.703739,10.04581400848461,2.7129844891716575
340,Francisco I. Madero,25.775,-103.273056,14.16318621820169,3.824926929244156
341,Fresnillo,23.174895,-102.868229,55.643139368739,15.027052452763611
342,Frontera,26.926111,-101.449444,48.961082087077294,13.222488109287442
343,Frontera,26.926111,-101.449444,78.17983095243154,21.113338208419005
344,Frontera Comalapa,15.660164,-92.14105,59.55715501957987,16.08407617848041
345,Frontera Hidalgo,14.777838,-92.175983,45.41310824221359,12.264318069410905
346,Fronteras,30.898246,-109.560008,22.548653734214682,6.089516268264555
347,Galeana,30.112949,-107.616744,112.69542006898489,30.43465929088614
348,García,25.800492,-100.585469,73.81843087206303,19.935493311119668
349,Genaro Codina,22.487614,-102.456574,13.239708197893268,3.5755313558170876
350,General Cepeda,25.379908,-101.479292,12.84256480055856,3.468278337193012
351,General Enrique Estrada,22.995123,-102.740013,52.109520104501854,14.072759028018067
352,General Pánfilo Natera,22.664371,-102.109923,4.3422606395331185,1.1726760771246862
353,General Simón Bolívar,24.689074,-103.225975,9.806570998042014,2.648374236988479
354,General Treviño,26.226969,-99.484081,34.57300743905956,9.336827542991097
355,General Zaragoza,23.973261,-99.772392,33.59689595645377,9.07321771408373
356,General Zuazua,25.896978,-100.108247,12.696626564188575,3.4288660833612727
357,Gómez Farías,29.357019,-107.738655,52.8320339960385,14.267881989611267
358,Gómez Palacio,25.570107,-103.496417,8.703660719901645,2.3505209744240267
359,Granados,29.862293,-109.310522,80.35694234745918,21.70129150328593
360,Guachinango,20.576389,-104.377222,27.24020916899399,7.356523313576682
361,Guadalcázar,22.617911,-100.399572,27.041637470326638,7.302896804264645
362,Guadalupe,31.390107,-106.101754,18.50305442763038,4.9969569038470105
363,Guadalupe,31.390107,-106.101754,6.9954656253415095,1.8892037738361338
364,Guadalupe,31.390107,-106.101754,18.204000664577137,4.916194088618037
365,Guadalupe Etla,17.171637,-96.810576,40.17368631352073,10.849353546599302
366,Guadalupe Victoria,24.446433,-104.12366,9.069702525878819,2.4493746602642896
367,Guadalupe Victoria,24.446433,-104.12366,7.404571173198349,1.9996873050693686
368,Guadalupe y Calvo,26.094516,-106.964369,67.23207079457836,18.15677306851677
369,Guanaceví,25.931662,-105.954432,39.31001904582296,10.616110536218027
370,Guanajuato,21.016098,-101.253621,12.167899511110438,3.286077426036449
371,Guasave,25.565547,-108.471818,8.409391817057251,2.2710503642387176
372,Guelatao de Juárez,17.318173,-96.493683,88.96490586318377,24.025968376836683
373,Guerrero,28.308418,-100.378726,35.87927427607614,9.689599519911251
374,Guevea de Humboldt,16.792614,-95.368056,93.19711471791331,25.168923737957112
375,Gutiérrez Zamora,20.451932,-97.087566,50.82717756852954,13.726448076316231
376,Halachó,20.477756,-90.082148,39.96554489443567,10.793142627199936
377,Hecelchakán,20.176966,-90.134517,39.72151702378423,10.727240169973095
